"Participant","ParticipantGender","ParticipantAge","InterviewTime","Noun","Age","Gender","Education","Group","ItemType","GramGender","Item","Sentence"
183,"female",24,1259.74,"mallory",2,4,5,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
186,"female",23,2102,"mallory",3,4,3,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
187,"female",29,712.5,"mallory",5,4,5,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
191,"female",24,487.47,"mallory",2,7,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
193,"male",25,634.36,"mallory",2,7,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
197,"female",24,1036.88,"mallory",3,7,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
199,"female",22,1516.25,"mallory",5,4,5,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
200,"male",23,874.29,"mallory",2,7,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
201,"female",22,759.54,"mallory",3,7,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
202,"female",23,1016.53,"mallory",3,6,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
206,"male",19,1317.81,"mallory",2,6,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
209,"female",22,743.66,"mallory",3,6,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
210,"female",20,705.69,"mallory",5,7,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
213,"male",24,561.54,"mallory",3,7,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
214,"female",20,708.44,"mallory",3,7,5,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
215,"female",21,837.06,"mallory",3,3,4,"2","filler","","Mallory","Mallory n’assistera pas à l’enterrement de son grand-oncle."
101,"female",34,793.29,"andrea",3,2,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
109,"male",20,711.35,"andrea",2,7,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
111,"female",18,790.93,"andrea",5,7,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
112,"male",19,511.99,"andrea",2,6,3,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
114,"female",18,3516.96,"andrea",3,4,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
122,"female",20,461.62,"andrea",3,7,5,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
125,"female",18,1084.23,"andrea",3,6,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
126,"male",18,809.69,"andrea",4,5,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
130,"male",21,973.42,"andrea",5,1,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
131,"female",20,691.38,"andrea",4,7,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
132,"female",19,630.44,"andrea",5,4,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
135,"female",20,1442.58,"andrea",3,7,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
136,"female",19,534.27,"andrea",4,4,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
139,"male",23,795.22,"andrea",2,5,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
140,"female",22,514.01,"andrea",4,1,7,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
141,"male",31,585.42,"andrea",4,7,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
144,"N/A",20,1591.58,"andrea",4,4,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
155,"female",22,675.05,"andrea",4,4,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
158,"female",19,1043.45,"andrea",5,4,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
159,"female",26,969.38,"andrea",6,2,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
160,"female",47,638.58,"andrea",4,2,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
163,"N/A",24,802.71,"andrea",3,7,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
164,"male",30,522.55,"andrea",4,7,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
165,"male",20,568.21,"andrea",3,1,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
166,"female",28,560.04,"andrea",2,2,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
167,"female",20,462.24,"andrea",3,4,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
170,"male",27,529.78,"andrea",3,4,3,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
171,"female",22,1200.34,"andrea",4,3,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
172,"female",20,519.07,"andrea",3,7,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
173,"male",21,526.34,"andrea",4,4,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
174,"female",23,439.01,"andrea",5,7,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
177,"female",18,473.81,"andrea",3,4,5,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
181,"female",18,619.1,"andrea",6,4,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
182,"male",55,1613.7,"andrea",4,4,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
183,"female",24,1259.74,"andrea",2,4,5,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
186,"female",23,2102,"andrea",7,7,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
187,"female",29,712.5,"andrea",4,4,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
191,"female",24,487.47,"andrea",4,4,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
193,"male",25,634.36,"andrea",4,7,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
197,"female",24,1036.88,"andrea",4,4,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
199,"female",22,1516.25,"andrea",5,4,3,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
200,"male",23,874.29,"andrea",3,7,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
201,"female",22,759.54,"andrea",4,4,5,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
202,"female",23,1016.53,"andrea",4,4,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
206,"male",19,1317.81,"andrea",5,5,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
209,"female",22,743.66,"andrea",4,5,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
210,"female",20,705.69,"andrea",5,4,5,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
213,"male",24,561.54,"andrea",3,4,2,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
214,"female",20,708.44,"andrea",4,7,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
215,"female",21,837.06,"andrea",3,5,4,"2","filler","","Andréa","Andréa va bientôt aller voir son médecin."
101,"female",34,793.29,"kevin",2,1,2,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
109,"male",20,711.35,"kevin",3,1,2,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
111,"female",18,790.93,"kevin",3,1,3,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
112,"male",19,511.99,"kevin",2,1,3,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
114,"female",18,3516.96,"kevin",6,4,6,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
122,"female",20,461.62,"kevin",5,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
125,"female",18,1084.23,"kevin",3,1,3,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
126,"male",18,809.69,"kevin",3,2,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
130,"male",21,973.42,"kevin",3,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
131,"female",20,691.38,"kevin",1,1,3,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
132,"female",19,630.44,"kevin",2,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
135,"female",20,1442.58,"kevin",2,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
136,"female",19,534.27,"kevin",4,4,6,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
139,"male",23,795.22,"kevin",2,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
140,"female",22,514.01,"kevin",4,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
141,"male",31,585.42,"kevin",4,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
144,"N/A",20,1591.58,"kevin",3,2,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
155,"female",22,675.05,"kevin",3,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
158,"female",19,1043.45,"kevin",4,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
159,"female",26,969.38,"kevin",5,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
160,"female",47,638.58,"kevin",3,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
163,"N/A",24,802.71,"kevin",3,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
164,"male",30,522.55,"kevin",4,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
165,"male",20,568.21,"kevin",2,1,3,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
166,"female",28,560.04,"kevin",2,2,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
167,"female",20,462.24,"kevin",3,1,3,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
170,"male",27,529.78,"kevin",2,1,3,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
171,"female",22,1200.34,"kevin",3,1,5,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
172,"female",20,519.07,"kevin",2,1,1,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
173,"male",21,526.34,"kevin",3,4,3,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
174,"female",23,439.01,"kevin",3,1,3,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
177,"female",18,473.81,"kevin",3,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
181,"female",18,619.1,"kevin",3,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
182,"male",55,1613.7,"kevin",4,2,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
183,"female",24,1259.74,"kevin",3,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
186,"female",23,2102,"kevin",2,1,2,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
187,"female",29,712.5,"kevin",4,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
191,"female",24,487.47,"kevin",2,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
193,"male",25,634.36,"kevin",2,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
197,"female",24,1036.88,"kevin",2,1,2,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
199,"female",22,1516.25,"kevin",4,4,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
200,"male",23,874.29,"kevin",1,1,1,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
201,"female",22,759.54,"kevin",3,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
202,"female",23,1016.53,"kevin",2,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
206,"male",19,1317.81,"kevin",3,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
209,"female",22,743.66,"kevin",2,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
210,"female",20,705.69,"kevin",3,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
213,"male",24,561.54,"kevin",4,1,2,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
214,"female",20,708.44,"kevin",3,1,3,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
215,"female",21,837.06,"kevin",3,1,4,"2","filler","","Kevin","Kevin a sans doute dû partir à la plage."
101,"female",34,793.29,"emma",3,7,4,"2","filler","","Emma","Emma se promène en ville."
109,"male",20,711.35,"emma",2,7,4,"2","filler","","Emma","Emma se promène en ville."
111,"female",18,790.93,"emma",4,7,5,"2","filler","","Emma","Emma se promène en ville."
112,"male",19,511.99,"emma",1,7,2,"2","filler","","Emma","Emma se promène en ville."
114,"female",18,3516.96,"emma",2,4,4,"2","filler","","Emma","Emma se promène en ville."
122,"female",20,461.62,"emma",4,7,5,"2","filler","","Emma","Emma se promène en ville."
125,"female",18,1084.23,"emma",5,7,4,"2","filler","","Emma","Emma se promène en ville."
126,"male",18,809.69,"emma",3,6,4,"2","filler","","Emma","Emma se promène en ville."
130,"male",21,973.42,"emma",3,7,4,"2","filler","","Emma","Emma se promène en ville."
131,"female",20,691.38,"emma",2,7,4,"2","filler","","Emma","Emma se promène en ville."
132,"female",19,630.44,"emma",3,7,4,"2","filler","","Emma","Emma se promène en ville."
135,"female",20,1442.58,"emma",3,7,4,"2","filler","","Emma","Emma se promène en ville."
136,"female",19,534.27,"emma",4,4,4,"2","filler","","Emma","Emma se promène en ville."
139,"male",23,795.22,"emma",2,7,4,"2","filler","","Emma","Emma se promène en ville."
140,"female",22,514.01,"emma",4,7,6,"2","filler","","Emma","Emma se promène en ville."
141,"male",31,585.42,"emma",4,7,4,"2","filler","","Emma","Emma se promène en ville."
144,"N/A",20,1591.58,"emma",3,5,4,"2","filler","","Emma","Emma se promène en ville."
155,"female",22,675.05,"emma",4,7,4,"2","filler","","Emma","Emma se promène en ville."
158,"female",19,1043.45,"emma",4,7,4,"2","filler","","Emma","Emma se promène en ville."
159,"female",26,969.38,"emma",6,7,4,"2","filler","","Emma","Emma se promène en ville."
160,"female",47,638.58,"emma",4,7,4,"2","filler","","Emma","Emma se promène en ville."
163,"N/A",24,802.71,"emma",3,7,4,"2","filler","","Emma","Emma se promène en ville."
164,"male",30,522.55,"emma",4,7,4,"2","filler","","Emma","Emma se promène en ville."
165,"male",20,568.21,"emma",2,7,4,"2","filler","","Emma","Emma se promène en ville."
166,"female",28,560.04,"emma",3,7,4,"2","filler","","Emma","Emma se promène en ville."
167,"female",20,462.24,"emma",3,7,4,"2","filler","","Emma","Emma se promène en ville."
170,"male",27,529.78,"emma",2,7,2,"2","filler","","Emma","Emma se promène en ville."
171,"female",22,1200.34,"emma",4,6,5,"2","filler","","Emma","Emma se promène en ville."
172,"female",20,519.07,"emma",2,7,4,"2","filler","","Emma","Emma se promène en ville."
173,"male",21,526.34,"emma",3,7,4,"2","filler","","Emma","Emma se promène en ville."
174,"female",23,439.01,"emma",3,7,3,"2","filler","","Emma","Emma se promène en ville."
177,"female",18,473.81,"emma",2,7,4,"2","filler","","Emma","Emma se promène en ville."
181,"female",18,619.1,"emma",3,7,4,"2","filler","","Emma","Emma se promène en ville."
182,"male",55,1613.7,"emma",4,6,4,"2","filler","","Emma","Emma se promène en ville."
183,"female",24,1259.74,"emma",2,6,6,"2","filler","","Emma","Emma se promène en ville."
186,"female",23,2102,"emma",4,7,5,"2","filler","","Emma","Emma se promène en ville."
187,"female",29,712.5,"emma",4,7,4,"2","filler","","Emma","Emma se promène en ville."
191,"female",24,487.47,"emma",2,7,4,"2","filler","","Emma","Emma se promène en ville."
193,"male",25,634.36,"emma",4,7,4,"2","filler","","Emma","Emma se promène en ville."
197,"female",24,1036.88,"emma",4,7,4,"2","filler","","Emma","Emma se promène en ville."
199,"female",22,1516.25,"emma",4,4,4,"2","filler","","Emma","Emma se promène en ville."
200,"male",23,874.29,"emma",2,7,4,"2","filler","","Emma","Emma se promène en ville."
201,"female",22,759.54,"emma",3,7,4,"2","filler","","Emma","Emma se promène en ville."
202,"female",23,1016.53,"emma",3,7,4,"2","filler","","Emma","Emma se promène en ville."
206,"male",19,1317.81,"emma",3,7,4,"2","filler","","Emma","Emma se promène en ville."
209,"female",22,743.66,"emma",3,7,4,"2","filler","","Emma","Emma se promène en ville."
210,"female",20,705.69,"emma",2,7,4,"2","filler","","Emma","Emma se promène en ville."
213,"male",24,561.54,"emma",3,7,5,"2","filler","","Emma","Emma se promène en ville."
214,"female",20,708.44,"emma",3,7,4,"2","filler","","Emma","Emma se promène en ville."
215,"female",21,837.06,"emma",3,7,4,"2","filler","","Emma","Emma se promène en ville."
